id,title,description,gender,availability,inventory,condition,price,sale_price,link,image_link,brand,size,product_type,item_group_id
59202-50-52,Diesel,Футболка,men,in stock,100,new,"3499,00 TJS","3499,00 TJS",https://m.ququ.shop/product/102243-ADALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/102243-ADALTR-0.jpg,Diesel,size: 50/52,Футболка,59202
60136-44,Moschino,Платье,women,in stock,100,new,"11149,00 TJS","11149,00 TJS",https://m.ququ.shop/product/105931-LCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/105931-LCALTR-0.jpg,Moschino,size: 44,Платье,60136
59867-00,EA7,Бейсболка,women,in stock,100,new,"1699,00 TJS","1699,00 TJS",https://m.ququ.shop/product/108975-XCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/108975-XCALTR-0.jpg,EA7,size: 00,Бейсболка,59867
45404-00,Emporio Armani,Бейсболка,men,in stock,100,new,"2299,00 TJS","2299,00 TJS",https://m.ququ.shop/product/105740-ADALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/105740-ADALTR-0.jpg,Emporio Armani,size: 00,Бейсболка,45404
29048-40,Emporio Armani,Жакет,women,in stock,100,new,"10799,00 TJS","10799,00 TJS",https://m.ququ.shop/product/102387-HAALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/102387-HAALTR-0.jpg,Emporio Armani,size: 40,Жакет,29048
29048-42,Emporio Armani,Жакет,women,in stock,100,new,"10799,00 TJS","10799,00 TJS",https://m.ququ.shop/product/102387-HAALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/102387-HAALTR-0.jpg,Emporio Armani,size: 42,Жакет,29048
58706-40-42,Diesel,Юбка,women,in stock,100,new,"7049,00 TJS","7049,00 TJS",https://m.ququ.shop/product/108743-ADALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/108743-ADALTR-0.jpg,Diesel,size: 40/42,Юбка,58706
58706-42-44,Diesel,Юбка,women,in stock,100,new,"7049,00 TJS","7049,00 TJS",https://m.ququ.shop/product/108743-ADALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/108743-ADALTR-0.jpg,Diesel,size: 42/44,Юбка,58706
58706-44-46,Diesel,Юбка,women,in stock,100,new,"7049,00 TJS","7049,00 TJS",https://m.ququ.shop/product/108743-ADALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/108743-ADALTR-0.jpg,Diesel,size: 44/46,Юбка,58706
33416-40-42,MO5CH1NO Jeans,Джинсы,women,in stock,100,new,"4999,00 TJS","4999,00 TJS",https://m.ququ.shop/product/100219-VCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100219-VCALTR-0.jpg,MO5CH1NO Jeans,size: 40/42,Джинсы,33416
33416-42,MO5CH1NO Jeans,Джинсы,women,in stock,100,new,"4999,00 TJS","4999,00 TJS",https://m.ququ.shop/product/100219-VCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100219-VCALTR-0.jpg,MO5CH1NO Jeans,size: 42,Джинсы,33416
33416-42-44,MO5CH1NO Jeans,Джинсы,women,in stock,100,new,"4999,00 TJS","4999,00 TJS",https://m.ququ.shop/product/100219-VCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100219-VCALTR-0.jpg,MO5CH1NO Jeans,size: 42/44,Джинсы,33416
33416-44,MO5CH1NO Jeans,Джинсы,women,in stock,100,new,"4999,00 TJS","4999,00 TJS",https://m.ququ.shop/product/100219-VCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100219-VCALTR-0.jpg,MO5CH1NO Jeans,size: 44,Джинсы,33416
59785-41,Armani Exchange,Кроссовки,men,in stock,100,new,"3549,00 TJS","3549,00 TJS",https://m.ququ.shop/product/104182-UCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/104182-UCALTR-0.jpg,Armani Exchange,size: 41,Кроссовки,59785
59785-42,Armani Exchange,Кроссовки,men,in stock,100,new,"3549,00 TJS","3549,00 TJS",https://m.ququ.shop/product/104182-UCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/104182-UCALTR-0.jpg,Armani Exchange,size: 42,Кроссовки,59785
"59785-43,5",Armani Exchange,Кроссовки,men,in stock,100,new,"3549,00 TJS","3549,00 TJS",https://m.ququ.shop/product/104182-UCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/104182-UCALTR-0.jpg,Armani Exchange,"size: 43,5",Кроссовки,59785
"59785-44,5",Armani Exchange,Кроссовки,men,in stock,100,new,"3549,00 TJS","3549,00 TJS",https://m.ququ.shop/product/104182-UCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/104182-UCALTR-0.jpg,Armani Exchange,"size: 44,5",Кроссовки,59785
59412-30-L34,Diesel,Джинсы,men,in stock,100,new,"3749,00 TJS","3749,00 TJS",https://m.ququ.shop/product/104562-WCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/104562-WCALTR-0.jpg,Diesel,size: 30/L34,Джинсы,59412
55495-42-44,Karl Lagerfeld,Футболка,women,in stock,100,new,"2049,00 TJS","2049,00 TJS",https://m.ququ.shop/product/100565-CDALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100565-CDALTR-0.jpg,Karl Lagerfeld,size: 42/44,Футболка,55495
55495-44-46,Karl Lagerfeld,Футболка,women,in stock,100,new,"2049,00 TJS","2049,00 TJS",https://m.ququ.shop/product/100565-CDALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100565-CDALTR-0.jpg,Karl Lagerfeld,size: 44/46,Футболка,55495
35203-40-42,Twinset Milano,Топ,women,in stock,100,new,"2499,00 TJS","2499,00 TJS",https://m.ququ.shop/product/107837-TCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/107837-TCALTR-0.jpg,Twinset Milano,size: 40/42,Топ,35203
35203-42-44,Twinset Milano,Топ,women,in stock,100,new,"2499,00 TJS","2499,00 TJS",https://m.ququ.shop/product/107837-TCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/107837-TCALTR-0.jpg,Twinset Milano,size: 42/44,Топ,35203
35203-44-46,Twinset Milano,Топ,women,in stock,100,new,"2499,00 TJS","2499,00 TJS",https://m.ququ.shop/product/107837-TCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/107837-TCALTR-0.jpg,Twinset Milano,size: 44/46,Топ,35203
35203-46-48,Twinset Milano,Топ,women,in stock,100,new,"2499,00 TJS","2499,00 TJS",https://m.ququ.shop/product/107837-TCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/107837-TCALTR-0.jpg,Twinset Milano,size: 46/48,Топ,35203
59138-40,Boss,Платье,women,in stock,100,new,"7649,00 TJS","7649,00 TJS",https://m.ququ.shop/product/102975-ICALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/102975-ICALTR-0.jpg,Boss,size: 40,Платье,59138
59138-44,Boss,Платье,women,in stock,100,new,"7649,00 TJS","7649,00 TJS",https://m.ququ.shop/product/102975-ICALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/102975-ICALTR-0.jpg,Boss,size: 44,Платье,59138
47392-31-L30,Diesel,Джинсы,men,in stock,100,new,"5899,00 TJS","5899,00 TJS",https://m.ququ.shop/product/102169-YCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/102169-YCALTR-0.jpg,Diesel,size: 31/L30,Джинсы,47392
47392-32-L30,Diesel,Джинсы,men,in stock,100,new,"5899,00 TJS","5899,00 TJS",https://m.ququ.shop/product/102169-YCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/102169-YCALTR-0.jpg,Diesel,size: 32/L30,Джинсы,47392
47392-33-L30,Diesel,Джинсы,men,in stock,100,new,"5899,00 TJS","5899,00 TJS",https://m.ququ.shop/product/102169-YCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/102169-YCALTR-0.jpg,Diesel,size: 33/L30,Джинсы,47392
47392-36-L30,Diesel,Джинсы,men,in stock,100,new,"5899,00 TJS","5899,00 TJS",https://m.ququ.shop/product/102169-YCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/102169-YCALTR-0.jpg,Diesel,size: 36/L30,Джинсы,47392
35037-38,Furla,Кеды,women,in stock,100,new,"4199,00 TJS","4199,00 TJS",https://m.ququ.shop/product/3YE61W-X200PM,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/3YE61W-X200PM-0.jpg,Furla,size: 38,Кеды,35037
35037-39,Furla,Кеды,women,in stock,100,new,"4199,00 TJS","4199,00 TJS",https://m.ququ.shop/product/3YE61W-X200PM,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/3YE61W-X200PM-0.jpg,Furla,size: 39,Кеды,35037
35037-40,Furla,Кеды,women,in stock,100,new,"4199,00 TJS","4199,00 TJS",https://m.ququ.shop/product/3YE61W-X200PM,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/3YE61W-X200PM-0.jpg,Furla,size: 40,Кеды,35037
19343-48,Aeronautica Militare,Брюки,men,in stock,100,new,"4199,00 TJS","4199,00 TJS",https://m.ququ.shop/product/100899-TCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100899-TCALTR-0.jpg,Aeronautica Militare,size: 48,Брюки,19343
19343-50,Aeronautica Militare,Брюки,men,in stock,100,new,"4199,00 TJS","4199,00 TJS",https://m.ququ.shop/product/100899-TCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100899-TCALTR-0.jpg,Aeronautica Militare,size: 50,Брюки,19343
19343-52,Aeronautica Militare,Брюки,men,in stock,100,new,"4199,00 TJS","4199,00 TJS",https://m.ququ.shop/product/100899-TCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100899-TCALTR-0.jpg,Aeronautica Militare,size: 52,Брюки,19343
19343-54,Aeronautica Militare,Брюки,men,in stock,100,new,"4199,00 TJS","4199,00 TJS",https://m.ququ.shop/product/100899-TCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100899-TCALTR-0.jpg,Aeronautica Militare,size: 54,Брюки,19343
19343-56,Aeronautica Militare,Брюки,men,in stock,100,new,"4199,00 TJS","4199,00 TJS",https://m.ququ.shop/product/100899-TCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100899-TCALTR-0.jpg,Aeronautica Militare,size: 56,Брюки,19343
59166-40,Pinko,Юбка джинсовая,women,in stock,100,new,"5049,00 TJS","5049,00 TJS",https://m.ququ.shop/product/107067-UCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/107067-UCALTR-0.jpg,Pinko,size: 40,Юбка,59166
60364-48-50,Diesel,Джинсы,men,in stock,100,new,"7399,00 TJS","7399,00 TJS",https://m.ququ.shop/product/100895-XCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100895-XCALTR-0.jpg,Diesel,size: 48/50,Джинсы,60364
60364-52-54,Diesel,Джинсы,men,in stock,100,new,"7399,00 TJS","7399,00 TJS",https://m.ququ.shop/product/100895-XCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100895-XCALTR-0.jpg,Diesel,size: 52/54,Джинсы,60364
58782-34-L32,Boss,Брюки,men,in stock,100,new,"2449,00 TJS","2449,00 TJS",https://m.ququ.shop/product/101942-TCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/101942-TCALTR-0.jpg,Boss,size: 34/L32,Брюки,58782
55641-41,Liu Jo,Кроссовки,men,in stock,100,new,"4399,00 TJS","4399,00 TJS",https://m.ququ.shop/product/108943-ZCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/108943-ZCALTR-0.jpg,Liu Jo,size: 41,Кроссовки,55641
55641-42,Liu Jo,Кроссовки,men,in stock,100,new,"4399,00 TJS","4399,00 TJS",https://m.ququ.shop/product/108943-ZCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/108943-ZCALTR-0.jpg,Liu Jo,size: 42,Кроссовки,55641
35888-42-44,Max&Co,Футболка,women,in stock,100,new,"1449,00 TJS","1449,00 TJS",https://m.ququ.shop/product/102092-VCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/102092-VCALTR-0.jpg,Max&Co,size: 42/44,Футболка,35888
35888-44-46,Max&Co,Футболка,women,in stock,100,new,"1449,00 TJS","1449,00 TJS",https://m.ququ.shop/product/102092-VCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/102092-VCALTR-0.jpg,Max&Co,size: 44/46,Футболка,35888
35888-46-48,Max&Co,Футболка,women,in stock,100,new,"1449,00 TJS","1449,00 TJS",https://m.ququ.shop/product/102092-VCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/102092-VCALTR-0.jpg,Max&Co,size: 46/48,Футболка,35888
32216-46-48,Boss,Брюки спортивные,men,in stock,100,new,"3499,00 TJS","3499,00 TJS",https://m.ququ.shop/product/106123-VCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/106123-VCALTR-0.jpg,Boss,size: 46/48,Брюки,32216
32216-48-50,Boss,Брюки спортивные,men,in stock,100,new,"3499,00 TJS","3499,00 TJS",https://m.ququ.shop/product/106123-VCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/106123-VCALTR-0.jpg,Boss,size: 48/50,Брюки,32216
32216-50-52,Boss,Брюки спортивные,men,in stock,100,new,"3499,00 TJS","3499,00 TJS",https://m.ququ.shop/product/106123-VCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/106123-VCALTR-0.jpg,Boss,size: 50/52,Брюки,32216
32216-52-54,Boss,Брюки спортивные,men,in stock,100,new,"3499,00 TJS","3499,00 TJS",https://m.ququ.shop/product/106123-VCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/106123-VCALTR-0.jpg,Boss,size: 52/54,Брюки,32216
32216-54-56,Boss,Брюки спортивные,men,in stock,100,new,"3499,00 TJS","3499,00 TJS",https://m.ququ.shop/product/106123-VCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/106123-VCALTR-0.jpg,Boss,size: 54/56,Брюки,32216
32216-56-58,Boss,Брюки спортивные,men,in stock,100,new,"3499,00 TJS","3499,00 TJS",https://m.ququ.shop/product/106123-VCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/106123-VCALTR-0.jpg,Boss,size: 56/58,Брюки,32216
10024-38,Emporio Armani,Кроссовки,men,in stock,100,new,"5299,00 TJS","5299,00 TJS",https://m.ququ.shop/product/109944-TCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/109944-TCALTR-0.jpg,Emporio Armani,size: 38,Кроссовки,10024
"10024-39,5",Emporio Armani,Кроссовки,men,in stock,100,new,"5299,00 TJS","5299,00 TJS",https://m.ququ.shop/product/109944-TCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/109944-TCALTR-0.jpg,Emporio Armani,"size: 39,5",Кроссовки,10024
10024-41,Emporio Armani,Кроссовки,men,in stock,100,new,"5299,00 TJS","5299,00 TJS",https://m.ququ.shop/product/109944-TCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/109944-TCALTR-0.jpg,Emporio Armani,size: 41,Кроссовки,10024
10024-42,Emporio Armani,Кроссовки,men,in stock,100,new,"5299,00 TJS","5299,00 TJS",https://m.ququ.shop/product/109944-TCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/109944-TCALTR-0.jpg,Emporio Armani,size: 42,Кроссовки,10024
"10024-43,5",Emporio Armani,Кроссовки,men,in stock,100,new,"5299,00 TJS","5299,00 TJS",https://m.ququ.shop/product/109944-TCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/109944-TCALTR-0.jpg,Emporio Armani,"size: 43,5",Кроссовки,10024
"10024-44,5",Emporio Armani,Кроссовки,men,in stock,100,new,"5299,00 TJS","5299,00 TJS",https://m.ququ.shop/product/109944-TCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/109944-TCALTR-0.jpg,Emporio Armani,"size: 44,5",Кроссовки,10024
59947-42-44,Liu Jo,Брюки спортивные,women,in stock,100,new,"2399,00 TJS","2399,00 TJS",https://m.ququ.shop/product/104784-LCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/104784-LCALTR-0.jpg,Liu Jo,size: 42/44,Брюки,59947
53649-36,Karl Lagerfeld,Кеды,women,in stock,100,new,"4049,00 TJS","4049,00 TJS",https://m.ququ.shop/product/BM3G1W-X200PM,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/BM3G1W-X200PM-0.jpg,Karl Lagerfeld,size: 36,Кеды,53649
56945-40,Pinko,Платье,women,in stock,100,new,"4749,00 TJS","4749,00 TJS",https://m.ququ.shop/product/106657-UCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/106657-UCALTR-0.jpg,Pinko,size: 40,Платье,56945
59988-48,Diesel,Джинсы,men,in stock,100,new,"3049,00 TJS","3049,00 TJS",https://m.ququ.shop/product/105537-MCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/105537-MCALTR-0.jpg,Diesel,size: 48,Джинсы,59988
48889-35,Love Moschino,Луноходы,women,in stock,100,new,"4849,00 TJS","4849,00 TJS",https://m.ququ.shop/product/102333-XCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/102333-XCALTR-0.jpg,Love Moschino,size: 35,Луноходы,48889
48889-37,Love Moschino,Луноходы,women,in stock,100,new,"4849,00 TJS","4849,00 TJS",https://m.ququ.shop/product/102333-XCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/102333-XCALTR-0.jpg,Love Moschino,size: 37,Луноходы,48889
48889-39,Love Moschino,Луноходы,women,in stock,100,new,"4849,00 TJS","4849,00 TJS",https://m.ququ.shop/product/102333-XCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/102333-XCALTR-0.jpg,Love Moschino,size: 39,Луноходы,48889
48889-41,Love Moschino,Луноходы,women,in stock,100,new,"4849,00 TJS","4849,00 TJS",https://m.ququ.shop/product/102333-XCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/102333-XCALTR-0.jpg,Love Moschino,size: 41,Луноходы,48889
55569-40,Hugo,Брюки,women,in stock,100,new,"3649,00 TJS","3649,00 TJS",https://m.ququ.shop/product/102318-ADALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/102318-ADALTR-0.jpg,Hugo,size: 40,Брюки,55569
55569-44,Hugo,Брюки,women,in stock,100,new,"3649,00 TJS","3649,00 TJS",https://m.ququ.shop/product/102318-ADALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/102318-ADALTR-0.jpg,Hugo,size: 44,Брюки,55569
55569-46,Hugo,Брюки,women,in stock,100,new,"3649,00 TJS","3649,00 TJS",https://m.ququ.shop/product/102318-ADALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/102318-ADALTR-0.jpg,Hugo,size: 46,Брюки,55569
55569-48,Hugo,Брюки,women,in stock,100,new,"3649,00 TJS","3649,00 TJS",https://m.ququ.shop/product/102318-ADALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/102318-ADALTR-0.jpg,Hugo,size: 48,Брюки,55569
58816-40,Boss,Шорты,women,in stock,100,new,"2899,00 TJS","2899,00 TJS",https://m.ququ.shop/product/109029-MCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/109029-MCALTR-0.jpg,Boss,size: 40,Шорты,58816
58816-44,Boss,Шорты,women,in stock,100,new,"2899,00 TJS","2899,00 TJS",https://m.ququ.shop/product/109029-MCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/109029-MCALTR-0.jpg,Boss,size: 44,Шорты,58816
36106-40,Boutique Moschino,Топ,women,in stock,100,new,"3549,00 TJS","3549,00 TJS",https://m.ququ.shop/product/102465-LCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/102465-LCALTR-0.jpg,Boutique Moschino,size: 40,Топ,36106
36106-42,Boutique Moschino,Топ,women,in stock,100,new,"3549,00 TJS","3549,00 TJS",https://m.ququ.shop/product/102465-LCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/102465-LCALTR-0.jpg,Boutique Moschino,size: 42,Топ,36106
3392-00,Emporio Armani,Ремень,men,in stock,100,new,"5999,00 TJS","5999,00 TJS",https://m.ququ.shop/product/105254-TCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/105254-TCALTR-0.jpg,Emporio Armani,size: 00,Ремень,3392
54963-40,Liu Jo,Брюки,women,in stock,100,new,"4649,00 TJS","4649,00 TJS",https://m.ququ.shop/product/103997-ZCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/103997-ZCALTR-0.jpg,Liu Jo,size: 40,Брюки,54963
54963-42,Liu Jo,Брюки,women,in stock,100,new,"4649,00 TJS","4649,00 TJS",https://m.ququ.shop/product/103997-ZCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/103997-ZCALTR-0.jpg,Liu Jo,size: 42,Брюки,54963
54963-44,Liu Jo,Брюки,women,in stock,100,new,"4649,00 TJS","4649,00 TJS",https://m.ququ.shop/product/103997-ZCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/103997-ZCALTR-0.jpg,Liu Jo,size: 44,Брюки,54963
54963-46,Liu Jo,Брюки,women,in stock,100,new,"4649,00 TJS","4649,00 TJS",https://m.ququ.shop/product/103997-ZCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/103997-ZCALTR-0.jpg,Liu Jo,size: 46,Брюки,54963
54963-48,Liu Jo,Брюки,women,in stock,100,new,"4649,00 TJS","4649,00 TJS",https://m.ququ.shop/product/103997-ZCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/103997-ZCALTR-0.jpg,Liu Jo,size: 48,Брюки,54963
41206-64,Emporio Armani,Очки солнцезащитные,men,in stock,100,new,"3999,00 TJS","3999,00 TJS",https://m.ququ.shop/product/102876-IBALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/102876-IBALTR-0.jpg,Emporio Armani,size: 64,Очки,41206
58802-44-46,Boss,Комбинезон,women,in stock,100,new,"5749,00 TJS","5749,00 TJS",https://m.ququ.shop/product/106735-XCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/106735-XCALTR-0.jpg,Boss,size: 44/46,Комбинезон,58802
58978-46-48,Boss,Футболка,men,in stock,100,new,"1149,00 TJS","1149,00 TJS",https://m.ququ.shop/product/101637-VCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/101637-VCALTR-0.jpg,Boss,size: 46/48,Футболка,58978
58925-40-42,Boss,Футболка,women,in stock,100,new,"799,00 TJS","799,00 TJS",https://m.ququ.shop/product/109392-VCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/109392-VCALTR-0.jpg,Boss,size: 40/42,Футболка,58925
58925-42-44,Boss,Футболка,women,in stock,100,new,"799,00 TJS","799,00 TJS",https://m.ququ.shop/product/109392-VCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/109392-VCALTR-0.jpg,Boss,size: 42/44,Футболка,58925
58925-44-46,Boss,Футболка,women,in stock,100,new,"799,00 TJS","799,00 TJS",https://m.ququ.shop/product/109392-VCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/109392-VCALTR-0.jpg,Boss,size: 44/46,Футболка,58925
58925-46-48,Boss,Футболка,women,in stock,100,new,"799,00 TJS","799,00 TJS",https://m.ququ.shop/product/109392-VCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/109392-VCALTR-0.jpg,Boss,size: 46/48,Футболка,58925
59844-44-46,Twinset Milano,Платье,women,in stock,100,new,"3549,00 TJS","3549,00 TJS",https://m.ququ.shop/product/101795-FCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/101795-FCALTR-0.jpg,Twinset Milano,size: 44/46,Платье,59844
33342-38,Boss,Брюки,women,in stock,100,new,"3699,00 TJS","3699,00 TJS",https://m.ququ.shop/product/100803-YCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100803-YCALTR-0.jpg,Boss,size: 38,Брюки,33342
33342-40,Boss,Брюки,women,in stock,100,new,"3699,00 TJS","3699,00 TJS",https://m.ququ.shop/product/100803-YCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100803-YCALTR-0.jpg,Boss,size: 40,Брюки,33342
33342-42,Boss,Брюки,women,in stock,100,new,"3699,00 TJS","3699,00 TJS",https://m.ququ.shop/product/100803-YCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100803-YCALTR-0.jpg,Boss,size: 42,Брюки,33342
33342-44,Boss,Брюки,women,in stock,100,new,"3699,00 TJS","3699,00 TJS",https://m.ququ.shop/product/100803-YCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100803-YCALTR-0.jpg,Boss,size: 44,Брюки,33342
33342-46,Boss,Брюки,women,in stock,100,new,"3699,00 TJS","3699,00 TJS",https://m.ququ.shop/product/100803-YCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100803-YCALTR-0.jpg,Boss,size: 46,Брюки,33342
51715-40,Tommy Hilfiger,Рубашка,women,in stock,100,new,"2849,00 TJS","2849,00 TJS",https://m.ququ.shop/product/108594-VCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/108594-VCALTR-0.jpg,Tommy Hilfiger,size: 40,Рубашка,51715
51715-42,Tommy Hilfiger,Рубашка,women,in stock,100,new,"2849,00 TJS","2849,00 TJS",https://m.ququ.shop/product/108594-VCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/108594-VCALTR-0.jpg,Tommy Hilfiger,size: 42,Рубашка,51715
51715-44,Tommy Hilfiger,Рубашка,women,in stock,100,new,"2849,00 TJS","2849,00 TJS",https://m.ququ.shop/product/108594-VCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/108594-VCALTR-0.jpg,Tommy Hilfiger,size: 44,Рубашка,51715
39491-00,Armani Exchange,Ремень,men,in stock,100,new,"1899,00 TJS","1899,00 TJS",https://m.ququ.shop/product/106372-UCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/106372-UCALTR-0.jpg,Armani Exchange,size: 00,Ремень,39491
54976-35,Liu Jo,Кроссовки,women,in stock,100,new,"3599,00 TJS","3599,00 TJS",https://m.ququ.shop/product/102173-YCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/102173-YCALTR-0.jpg,Liu Jo,size: 35,Кроссовки,54976
54976-36,Liu Jo,Кроссовки,women,in stock,100,new,"3599,00 TJS","3599,00 TJS",https://m.ququ.shop/product/102173-YCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/102173-YCALTR-0.jpg,Liu Jo,size: 36,Кроссовки,54976
59719-40-42,Armani Exchange,Брюки спортивные,women,in stock,100,new,"2949,00 TJS","2949,00 TJS",https://m.ququ.shop/product/100281-YCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100281-YCALTR-0.jpg,Armani Exchange,size: 40/42,Брюки,59719
59719-42-44,Armani Exchange,Брюки спортивные,women,in stock,100,new,"2949,00 TJS","2949,00 TJS",https://m.ququ.shop/product/100281-YCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100281-YCALTR-0.jpg,Armani Exchange,size: 42/44,Брюки,59719
59719-44-46,Armani Exchange,Брюки спортивные,women,in stock,100,new,"2949,00 TJS","2949,00 TJS",https://m.ququ.shop/product/100281-YCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100281-YCALTR-0.jpg,Armani Exchange,size: 44/46,Брюки,59719
