id,title,description,gender,availability,inventory,condition,price,sale_price,link,image_link,brand,size,product_type,item_group_id
59593-46-48,Armani Exchange,Футболка,women,in stock,100,new,"1549,00 TJS","1549,00 TJS",https://m.ququ.shop/product/102941-XCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/102941-XCALTR-0.jpg,Armani Exchange,size: 46/48,Футболка,59593
59775-48-50,Armani Exchange,Рубашка,men,in stock,100,new,"2249,00 TJS","2249,00 TJS",https://m.ququ.shop/product/100795-UCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100795-UCALTR-0.jpg,Armani Exchange,size: 48/50,Рубашка,59775
59087-40,Boss,Кроссовки,men,in stock,100,new,"4699,00 TJS","4699,00 TJS",https://m.ququ.shop/product/106972-ZCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/106972-ZCALTR-0.jpg,Boss,size: 40,Кроссовки,59087
59087-41,Boss,Кроссовки,men,in stock,100,new,"4699,00 TJS","4699,00 TJS",https://m.ququ.shop/product/106972-ZCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/106972-ZCALTR-0.jpg,Boss,size: 41,Кроссовки,59087
59087-42,Boss,Кроссовки,men,in stock,100,new,"4699,00 TJS","4699,00 TJS",https://m.ququ.shop/product/106972-ZCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/106972-ZCALTR-0.jpg,Boss,size: 42,Кроссовки,59087
59087-43,Boss,Кроссовки,men,in stock,100,new,"4699,00 TJS","4699,00 TJS",https://m.ququ.shop/product/106972-ZCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/106972-ZCALTR-0.jpg,Boss,size: 43,Кроссовки,59087
59087-44,Boss,Кроссовки,men,in stock,100,new,"4699,00 TJS","4699,00 TJS",https://m.ququ.shop/product/106972-ZCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/106972-ZCALTR-0.jpg,Boss,size: 44,Кроссовки,59087
59087-45,Boss,Кроссовки,men,in stock,100,new,"4699,00 TJS","4699,00 TJS",https://m.ququ.shop/product/106972-ZCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/106972-ZCALTR-0.jpg,Boss,size: 45,Кроссовки,59087
31187-35,Versace Jeans Couture,Туфли,women,in stock,100,new,"5349,00 TJS","5349,00 TJS",https://m.ququ.shop/product/108703-UCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/108703-UCALTR-0.jpg,Versace Jeans Couture,size: 35,Туфли,31187
31187-36,Versace Jeans Couture,Туфли,women,in stock,100,new,"5349,00 TJS","5349,00 TJS",https://m.ququ.shop/product/108703-UCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/108703-UCALTR-0.jpg,Versace Jeans Couture,size: 36,Туфли,31187
31187-37,Versace Jeans Couture,Туфли,women,in stock,100,new,"5349,00 TJS","5349,00 TJS",https://m.ququ.shop/product/108703-UCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/108703-UCALTR-0.jpg,Versace Jeans Couture,size: 37,Туфли,31187
53652-00,Moschino,Платок,women,in stock,100,new,"4849,00 TJS","4849,00 TJS",https://m.ququ.shop/product/100654-XCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100654-XCALTR-0.jpg,Moschino,size: 00,Платок,53652
38287-S,Coccinelle,Ремень,women,in stock,100,new,"1399,00 TJS","1399,00 TJS",https://m.ququ.shop/product/103750-ZCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/103750-ZCALTR-0.jpg,Coccinelle,size: S,Ремень,38287
50257-46-48,Hugo,Рубашка,men,in stock,100,new,"3649,00 TJS","3649,00 TJS",https://m.ququ.shop/product/103841-ZCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/103841-ZCALTR-0.jpg,Hugo,size: 46/48,Рубашка,50257
50257-48-50,Hugo,Рубашка,men,in stock,100,new,"3649,00 TJS","3649,00 TJS",https://m.ququ.shop/product/103841-ZCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/103841-ZCALTR-0.jpg,Hugo,size: 48/50,Рубашка,50257
50257-50-52,Hugo,Рубашка,men,in stock,100,new,"3649,00 TJS","3649,00 TJS",https://m.ququ.shop/product/103841-ZCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/103841-ZCALTR-0.jpg,Hugo,size: 50/52,Рубашка,50257
50257-52-54,Hugo,Рубашка,men,in stock,100,new,"3649,00 TJS","3649,00 TJS",https://m.ququ.shop/product/103841-ZCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/103841-ZCALTR-0.jpg,Hugo,size: 52/54,Рубашка,50257
50257-54-56,Hugo,Рубашка,men,in stock,100,new,"3649,00 TJS","3649,00 TJS",https://m.ququ.shop/product/103841-ZCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/103841-ZCALTR-0.jpg,Hugo,size: 54/56,Рубашка,50257
50392-46-48,Hugo,Футболка,men,in stock,100,new,"1249,00 TJS","1249,00 TJS",https://m.ququ.shop/product/107974-YCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/107974-YCALTR-0.jpg,Hugo,size: 46/48,Футболка,50392
50392-48-50,Hugo,Футболка,men,in stock,100,new,"1249,00 TJS","1249,00 TJS",https://m.ququ.shop/product/107974-YCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/107974-YCALTR-0.jpg,Hugo,size: 48/50,Футболка,50392
50392-50-52,Hugo,Футболка,men,in stock,100,new,"1249,00 TJS","1249,00 TJS",https://m.ququ.shop/product/107974-YCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/107974-YCALTR-0.jpg,Hugo,size: 50/52,Футболка,50392
59987-36,Liu Jo,Босоножки,women,in stock,100,new,"3799,00 TJS","3799,00 TJS",https://m.ququ.shop/product/104267-PCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/104267-PCALTR-0.jpg,Liu Jo,size: 36,Босоножки,59987
51674-30-L32,Tommy Hilfiger,Брюки,men,in stock,100,new,"3499,00 TJS","3499,00 TJS",https://m.ququ.shop/product/102738-ZCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/102738-ZCALTR-0.jpg,Tommy Hilfiger,size: 30/L32,Брюки,51674
51674-32-L32,Tommy Hilfiger,Брюки,men,in stock,100,new,"3499,00 TJS","3499,00 TJS",https://m.ququ.shop/product/102738-ZCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/102738-ZCALTR-0.jpg,Tommy Hilfiger,size: 32/L32,Брюки,51674
51674-33-L32,Tommy Hilfiger,Брюки,men,in stock,100,new,"3499,00 TJS","3499,00 TJS",https://m.ququ.shop/product/102738-ZCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/102738-ZCALTR-0.jpg,Tommy Hilfiger,size: 33/L32,Брюки,51674
51674-34-L32,Tommy Hilfiger,Брюки,men,in stock,100,new,"3499,00 TJS","3499,00 TJS",https://m.ququ.shop/product/102738-ZCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/102738-ZCALTR-0.jpg,Tommy Hilfiger,size: 34/L32,Брюки,51674
51674-36-L32,Tommy Hilfiger,Брюки,men,in stock,100,new,"3499,00 TJS","3499,00 TJS",https://m.ququ.shop/product/102738-ZCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/102738-ZCALTR-0.jpg,Tommy Hilfiger,size: 36/L32,Брюки,51674
51674-38-L32,Tommy Hilfiger,Брюки,men,in stock,100,new,"3499,00 TJS","3499,00 TJS",https://m.ququ.shop/product/102738-ZCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/102738-ZCALTR-0.jpg,Tommy Hilfiger,size: 38/L32,Брюки,51674
33625-42-44,Weekend Max Mara,Футболка,women,in stock,100,new,"2349,00 TJS","2349,00 TJS",https://m.ququ.shop/product/100448-SCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100448-SCALTR-0.jpg,Weekend Max Mara,size: 42/44,Футболка,33625
33625-44-46,Weekend Max Mara,Футболка,women,in stock,100,new,"2349,00 TJS","2349,00 TJS",https://m.ququ.shop/product/100448-SCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100448-SCALTR-0.jpg,Weekend Max Mara,size: 44/46,Футболка,33625
33625-46-48,Weekend Max Mara,Футболка,women,in stock,100,new,"2349,00 TJS","2349,00 TJS",https://m.ququ.shop/product/100448-SCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100448-SCALTR-0.jpg,Weekend Max Mara,size: 46/48,Футболка,33625
36153-30-L32,Diesel,Джинсы,men,in stock,100,new,"4499,00 TJS","4499,00 TJS",https://m.ququ.shop/product/109269-YCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/109269-YCALTR-0.jpg,Diesel,size: 30/L32,Джинсы,36153
36153-31-L32,Diesel,Джинсы,men,in stock,100,new,"4499,00 TJS","4499,00 TJS",https://m.ququ.shop/product/109269-YCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/109269-YCALTR-0.jpg,Diesel,size: 31/L32,Джинсы,36153
36153-32-L32,Diesel,Джинсы,men,in stock,100,new,"4499,00 TJS","4499,00 TJS",https://m.ququ.shop/product/109269-YCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/109269-YCALTR-0.jpg,Diesel,size: 32/L32,Джинсы,36153
36153-33-L32,Diesel,Джинсы,men,in stock,100,new,"4499,00 TJS","4499,00 TJS",https://m.ququ.shop/product/109269-YCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/109269-YCALTR-0.jpg,Diesel,size: 33/L32,Джинсы,36153
36153-34-L32,Diesel,Джинсы,men,in stock,100,new,"4499,00 TJS","4499,00 TJS",https://m.ququ.shop/product/109269-YCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/109269-YCALTR-0.jpg,Diesel,size: 34/L32,Джинсы,36153
36156-40,Max&Co,Джинсы,women,in stock,100,new,"4499,00 TJS","4499,00 TJS",https://m.ququ.shop/product/107251-TCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/107251-TCALTR-0.jpg,Max&Co,size: 40,Джинсы,36156
36156-42,Max&Co,Джинсы,women,in stock,100,new,"4499,00 TJS","4499,00 TJS",https://m.ququ.shop/product/107251-TCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/107251-TCALTR-0.jpg,Max&Co,size: 42,Джинсы,36156
36156-44,Max&Co,Джинсы,women,in stock,100,new,"4499,00 TJS","4499,00 TJS",https://m.ququ.shop/product/107251-TCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/107251-TCALTR-0.jpg,Max&Co,size: 44,Джинсы,36156
58583-46-48,EA7,Футболка,men,in stock,100,new,"1299,00 TJS","1299,00 TJS",https://m.ququ.shop/product/101395-XCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/101395-XCALTR-0.jpg,EA7,size: 46/48,Футболка,58583
58583-48-50,EA7,Футболка,men,in stock,100,new,"1299,00 TJS","1299,00 TJS",https://m.ququ.shop/product/101395-XCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/101395-XCALTR-0.jpg,EA7,size: 48/50,Футболка,58583
58583-50-52,EA7,Футболка,men,in stock,100,new,"1299,00 TJS","1299,00 TJS",https://m.ququ.shop/product/101395-XCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/101395-XCALTR-0.jpg,EA7,size: 50/52,Футболка,58583
58583-52-54,EA7,Футболка,men,in stock,100,new,"1299,00 TJS","1299,00 TJS",https://m.ququ.shop/product/101395-XCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/101395-XCALTR-0.jpg,EA7,size: 52/54,Футболка,58583
58583-54-56,EA7,Футболка,men,in stock,100,new,"1299,00 TJS","1299,00 TJS",https://m.ququ.shop/product/101395-XCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/101395-XCALTR-0.jpg,EA7,size: 54/56,Футболка,58583
55114-00,Liu Jo,Платок,women,in stock,100,new,"1249,00 TJS","1249,00 TJS",https://m.ququ.shop/product/104373-UCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/104373-UCALTR-0.jpg,Liu Jo,size: 00,Платок,55114
50502-46-48,Boss,Олимпийка,men,in stock,100,new,"3249,00 TJS","3249,00 TJS",https://m.ququ.shop/product/105519-ZCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/105519-ZCALTR-0.jpg,Boss,size: 46/48,Олимпийка,50502
50502-48-50,Boss,Олимпийка,men,in stock,100,new,"3249,00 TJS","3249,00 TJS",https://m.ququ.shop/product/105519-ZCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/105519-ZCALTR-0.jpg,Boss,size: 48/50,Олимпийка,50502
50502-50-52,Boss,Олимпийка,men,in stock,100,new,"3249,00 TJS","3249,00 TJS",https://m.ququ.shop/product/105519-ZCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/105519-ZCALTR-0.jpg,Boss,size: 50/52,Олимпийка,50502
50502-52-54,Boss,Олимпийка,men,in stock,100,new,"3249,00 TJS","3249,00 TJS",https://m.ququ.shop/product/105519-ZCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/105519-ZCALTR-0.jpg,Boss,size: 52/54,Олимпийка,50502
50502-54-56,Boss,Олимпийка,men,in stock,100,new,"3249,00 TJS","3249,00 TJS",https://m.ququ.shop/product/105519-ZCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/105519-ZCALTR-0.jpg,Boss,size: 54/56,Олимпийка,50502
50502-56-58,Boss,Олимпийка,men,in stock,100,new,"3249,00 TJS","3249,00 TJS",https://m.ququ.shop/product/105519-ZCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/105519-ZCALTR-0.jpg,Boss,size: 56/58,Олимпийка,50502
37123-46-48,EA7,Олимпийка,men,in stock,100,new,"2999,00 TJS","2999,00 TJS",https://m.ququ.shop/product/109685-XCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/109685-XCALTR-0.jpg,EA7,size: 46/48,Олимпийка,37123
37123-48-50,EA7,Олимпийка,men,in stock,100,new,"2999,00 TJS","2999,00 TJS",https://m.ququ.shop/product/109685-XCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/109685-XCALTR-0.jpg,EA7,size: 48/50,Олимпийка,37123
37123-50-52,EA7,Олимпийка,men,in stock,100,new,"2999,00 TJS","2999,00 TJS",https://m.ququ.shop/product/109685-XCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/109685-XCALTR-0.jpg,EA7,size: 50/52,Олимпийка,37123
37123-52-54,EA7,Олимпийка,men,in stock,100,new,"2999,00 TJS","2999,00 TJS",https://m.ququ.shop/product/109685-XCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/109685-XCALTR-0.jpg,EA7,size: 52/54,Олимпийка,37123
37123-56-58,EA7,Олимпийка,men,in stock,100,new,"2999,00 TJS","2999,00 TJS",https://m.ququ.shop/product/109685-XCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/109685-XCALTR-0.jpg,EA7,size: 56/58,Олимпийка,37123
58823-39,Boss,Рубашка,men,in stock,100,new,"1899,00 TJS","1899,00 TJS",https://m.ququ.shop/product/107655-TCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/107655-TCALTR-0.jpg,Boss,size: 39,Рубашка,58823
58823-40,Boss,Рубашка,men,in stock,100,new,"1899,00 TJS","1899,00 TJS",https://m.ququ.shop/product/107655-TCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/107655-TCALTR-0.jpg,Boss,size: 40,Рубашка,58823
58823-41,Boss,Рубашка,men,in stock,100,new,"1899,00 TJS","1899,00 TJS",https://m.ququ.shop/product/107655-TCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/107655-TCALTR-0.jpg,Boss,size: 41,Рубашка,58823
58823-42,Boss,Рубашка,men,in stock,100,new,"1899,00 TJS","1899,00 TJS",https://m.ququ.shop/product/107655-TCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/107655-TCALTR-0.jpg,Boss,size: 42,Рубашка,58823
58823-43,Boss,Рубашка,men,in stock,100,new,"1899,00 TJS","1899,00 TJS",https://m.ququ.shop/product/107655-TCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/107655-TCALTR-0.jpg,Boss,size: 43,Рубашка,58823
58823-44,Boss,Рубашка,men,in stock,100,new,"1899,00 TJS","1899,00 TJS",https://m.ququ.shop/product/107655-TCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/107655-TCALTR-0.jpg,Boss,size: 44,Рубашка,58823
58823-45,Boss,Рубашка,men,in stock,100,new,"1899,00 TJS","1899,00 TJS",https://m.ququ.shop/product/107655-TCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/107655-TCALTR-0.jpg,Boss,size: 45,Рубашка,58823
47191-44,Diesel,Джинсы,men,in stock,100,new,"4399,00 TJS","4399,00 TJS",https://m.ququ.shop/product/106393-UAALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/106393-UAALTR-0.jpg,Diesel,size: 44,Джинсы,47191
47191-46,Diesel,Джинсы,men,in stock,100,new,"4399,00 TJS","4399,00 TJS",https://m.ququ.shop/product/106393-UAALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/106393-UAALTR-0.jpg,Diesel,size: 46,Джинсы,47191
35557-41,Boss,Туфли,men,in stock,100,new,"4049,00 TJS","4049,00 TJS",https://m.ququ.shop/product/101572-ZCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/101572-ZCALTR-0.jpg,Boss,size: 41,Туфли,35557
"35557-41,5",Boss,Туфли,men,in stock,100,new,"4049,00 TJS","4049,00 TJS",https://m.ququ.shop/product/101572-ZCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/101572-ZCALTR-0.jpg,Boss,"size: 41,5",Туфли,35557
35557-42,Boss,Туфли,men,in stock,100,new,"4049,00 TJS","4049,00 TJS",https://m.ququ.shop/product/101572-ZCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/101572-ZCALTR-0.jpg,Boss,size: 42,Туфли,35557
"35557-42,5",Boss,Туфли,men,in stock,100,new,"4049,00 TJS","4049,00 TJS",https://m.ququ.shop/product/101572-ZCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/101572-ZCALTR-0.jpg,Boss,"size: 42,5",Туфли,35557
35557-43,Boss,Туфли,men,in stock,100,new,"4049,00 TJS","4049,00 TJS",https://m.ququ.shop/product/101572-ZCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/101572-ZCALTR-0.jpg,Boss,size: 43,Туфли,35557
"35557-43,5",Boss,Туфли,men,in stock,100,new,"4049,00 TJS","4049,00 TJS",https://m.ququ.shop/product/101572-ZCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/101572-ZCALTR-0.jpg,Boss,"size: 43,5",Туфли,35557
35557-44,Boss,Туфли,men,in stock,100,new,"4049,00 TJS","4049,00 TJS",https://m.ququ.shop/product/101572-ZCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/101572-ZCALTR-0.jpg,Boss,size: 44,Туфли,35557
40396-54,Versace,Очки солнцезащитные,women,in stock,100,new,"5899,00 TJS","5899,00 TJS",https://m.ququ.shop/product/107880-BDALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/107880-BDALTR-0.jpg,Versace,size: 54,Очки,40396
51668-46-48,Tommy Hilfiger,Футболка,men,in stock,100,new,"1049,00 TJS","1049,00 TJS",https://m.ququ.shop/product/108584-VCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/108584-VCALTR-0.jpg,Tommy Hilfiger,size: 46/48,Футболка,51668
51668-48-50,Tommy Hilfiger,Футболка,men,in stock,100,new,"1049,00 TJS","1049,00 TJS",https://m.ququ.shop/product/108584-VCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/108584-VCALTR-0.jpg,Tommy Hilfiger,size: 48/50,Футболка,51668
51668-50-52,Tommy Hilfiger,Футболка,men,in stock,100,new,"1049,00 TJS","1049,00 TJS",https://m.ququ.shop/product/108584-VCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/108584-VCALTR-0.jpg,Tommy Hilfiger,size: 50/52,Футболка,51668
51668-52-54,Tommy Hilfiger,Футболка,men,in stock,100,new,"1049,00 TJS","1049,00 TJS",https://m.ququ.shop/product/108584-VCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/108584-VCALTR-0.jpg,Tommy Hilfiger,size: 52/54,Футболка,51668
59222-38,Pinko,Платье,women,in stock,100,new,"5399,00 TJS","5399,00 TJS",https://m.ququ.shop/product/103334-VCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/103334-VCALTR-0.jpg,Pinko,size: 38,Платье,59222
56064-00,Tommy Hilfiger,Бейсболка,women,in stock,100,new,"999,00 TJS","999,00 TJS",https://m.ququ.shop/product/1BKX0W-X200PM,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/1BKX0W-X200PM-0.jpg,Tommy Hilfiger,size: 00,Бейсболка,56064
55077-42,Liu Jo,Платье,women,in stock,100,new,"3949,00 TJS","3949,00 TJS",https://m.ququ.shop/product/101377-JCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/101377-JCALTR-0.jpg,Liu Jo,size: 42,Платье,55077
55077-44,Liu Jo,Платье,women,in stock,100,new,"3949,00 TJS","3949,00 TJS",https://m.ququ.shop/product/101377-JCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/101377-JCALTR-0.jpg,Liu Jo,size: 44,Платье,55077
55077-46,Liu Jo,Платье,women,in stock,100,new,"3949,00 TJS","3949,00 TJS",https://m.ququ.shop/product/101377-JCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/101377-JCALTR-0.jpg,Liu Jo,size: 46,Платье,55077
55077-48,Liu Jo,Платье,women,in stock,100,new,"3949,00 TJS","3949,00 TJS",https://m.ququ.shop/product/101377-JCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/101377-JCALTR-0.jpg,Liu Jo,size: 48,Платье,55077
56574-38,Love Moschino,Босоножки,women,in stock,100,new,"3149,00 TJS","3149,00 TJS",https://m.ququ.shop/product/101023-QCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/101023-QCALTR-0.jpg,Love Moschino,size: 38,Босоножки,56574
47090-29-L30,Diesel,Джинсы,men,in stock,100,new,"5349,00 TJS","5349,00 TJS",https://m.ququ.shop/product/102462-WCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/102462-WCALTR-0.jpg,Diesel,size: 29/L30,Джинсы,47090
48783-40,Pinko,Юбка,women,in stock,100,new,"4849,00 TJS","4849,00 TJS",https://m.ququ.shop/product/100766-VCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100766-VCALTR-0.jpg,Pinko,size: 40,Юбка,48783
48783-42,Pinko,Юбка,women,in stock,100,new,"4849,00 TJS","4849,00 TJS",https://m.ququ.shop/product/100766-VCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100766-VCALTR-0.jpg,Pinko,size: 42,Юбка,48783
55126-40,Liu Jo,Блуза,women,in stock,100,new,"3549,00 TJS","3549,00 TJS",https://m.ququ.shop/product/101777-JCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/101777-JCALTR-0.jpg,Liu Jo,size: 40,Блуза,55126
55126-42,Liu Jo,Блуза,women,in stock,100,new,"3549,00 TJS","3549,00 TJS",https://m.ququ.shop/product/101777-JCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/101777-JCALTR-0.jpg,Liu Jo,size: 42,Блуза,55126
55126-44,Liu Jo,Блуза,women,in stock,100,new,"3549,00 TJS","3549,00 TJS",https://m.ququ.shop/product/101777-JCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/101777-JCALTR-0.jpg,Liu Jo,size: 44,Блуза,55126
28311-40,Boss,Платье,women,in stock,100,new,"5749,00 TJS","5749,00 TJS",https://m.ququ.shop/product/103145-XCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/103145-XCALTR-0.jpg,Boss,size: 40,Платье,28311
28311-42,Boss,Платье,women,in stock,100,new,"5749,00 TJS","5749,00 TJS",https://m.ququ.shop/product/103145-XCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/103145-XCALTR-0.jpg,Boss,size: 42,Платье,28311
28311-44,Boss,Платье,women,in stock,100,new,"5749,00 TJS","5749,00 TJS",https://m.ququ.shop/product/103145-XCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/103145-XCALTR-0.jpg,Boss,size: 44,Платье,28311
28311-46,Boss,Платье,women,in stock,100,new,"5749,00 TJS","5749,00 TJS",https://m.ququ.shop/product/103145-XCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/103145-XCALTR-0.jpg,Boss,size: 46,Платье,28311
28311-48,Boss,Платье,women,in stock,100,new,"5749,00 TJS","5749,00 TJS",https://m.ququ.shop/product/103145-XCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/103145-XCALTR-0.jpg,Boss,size: 48,Платье,28311
28311-50,Boss,Платье,women,in stock,100,new,"5749,00 TJS","5749,00 TJS",https://m.ququ.shop/product/103145-XCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/103145-XCALTR-0.jpg,Boss,size: 50,Платье,28311
44372-46-48,Diesel,Брюки спортивные,men,in stock,100,new,"4449,00 TJS","4449,00 TJS",https://m.ququ.shop/product/108398-WCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/108398-WCALTR-0.jpg,Diesel,size: 46/48,Брюки,44372
44372-48-50,Diesel,Брюки спортивные,men,in stock,100,new,"4449,00 TJS","4449,00 TJS",https://m.ququ.shop/product/108398-WCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/108398-WCALTR-0.jpg,Diesel,size: 48/50,Брюки,44372
44372-50-52,Diesel,Брюки спортивные,men,in stock,100,new,"4449,00 TJS","4449,00 TJS",https://m.ququ.shop/product/108398-WCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/108398-WCALTR-0.jpg,Diesel,size: 50/52,Брюки,44372
44372-52-54,Diesel,Брюки спортивные,men,in stock,100,new,"4449,00 TJS","4449,00 TJS",https://m.ququ.shop/product/108398-WCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/108398-WCALTR-0.jpg,Diesel,size: 52/54,Брюки,44372
44372-54-56,Diesel,Брюки спортивные,men,in stock,100,new,"4449,00 TJS","4449,00 TJS",https://m.ququ.shop/product/108398-WCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/108398-WCALTR-0.jpg,Diesel,size: 54/56,Брюки,44372
59310-42-44,Pinko,Джинсы,women,in stock,100,new,"4649,00 TJS","4649,00 TJS",https://m.ququ.shop/product/109042-ZCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/109042-ZCALTR-0.jpg,Pinko,size: 42/44,Джинсы,59310
56066-00,Tommy Hilfiger,Бейсболка,men,in stock,100,new,"1249,00 TJS","1249,00 TJS",https://m.ququ.shop/product/S8AV0M-X200PM,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/S8AV0M-X200PM-0.jpg,Tommy Hilfiger,size: 00,Бейсболка,56066
50303-80,Hugo,Ремень,men,in stock,100,new,"1249,00 TJS","1249,00 TJS",https://m.ququ.shop/product/101435-YCALTR,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/101435-YCALTR-0.jpg,Hugo,size: 80,Ремень,50303
